tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,rank1,rank2,pts1,pts2,odd1,odd2,score
Delray Beach Open,2/22/2015,ATP250,Outdoor,Hard,Semifinals,3,Karlovic I.,UR,Mannarino A.,15.33,Karlovic I.,29,41,1295,1043,1.53,2.5,6-3 6-4
Delray Beach Open,2/22/2015,ATP250,Outdoor,Hard,The Final,3,Young D.,14.43,Karlovic I.,UR,Karlovic I.,56,29,834,1295,2.1,1.72,3-6 3-6
Open 13,2/16/2015,ATP250,Indoor,Hard,1st Round,3,Stakhovsky S.,UR,Rosol L.,UR,Stakhovsky S.,59,31,804,1245,1.4,2.75,6-3 6-2
Open 13,2/16/2015,ATP250,Indoor,Hard,1st Round,3,Istomin D.,UR,Coric B.,15.36,Coric B.,65,85,770,587,1.5,2.5,4-6 5-7
Open 13,2/17/2015,ATP250,Indoor,Hard,1st Round,3,Thiem D.,15.85,Sousa J.,15.27,Thiem D.,48,45,897,947,1.66,2.1,7-6 6-4
Open 13,2/17/2015,ATP250,Indoor,Hard,1st Round,3,Golubev A.,3.94,Kuznetsov An.,UR,Kuznetsov An.,81,83,611,603,2.62,1.44,6-3 4-6 2-6
Open 13,2/17/2015,ATP250,Indoor,Hard,1st Round,3,Chardy J.,15.38,Guez D.,UR,Chardy J.,35,199,1150,238,1.22,4.0,4-6 6-3 6-2
Open 13,2/17/2015,ATP250,Indoor,Hard,1st Round,3,Haase R.,15.06,Pospisil V.,15.71,Pospisil V.,102,60,545,785,3.25,1.33,6-4 3-6 4-6
Open 13,2/17/2015,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,UR,Mahut N.,UR,Struff J.L.,69,119,729,475,1.83,1.83,6-1 6-7 7-6
Open 13,2/17/2015,ATP250,Indoor,Hard,1st Round,3,Zverev A.,15.75,Monfils G.,UR,Monfils G.,138,21,395,1635,5.5,1.14,1-6 6-7
Open 13,2/18/2015,ATP250,Indoor,Hard,1st Round,3,Goffin D.,15.79,Janowicz J.,15.46,Goffin D.,20,47,1659,905,1.57,2.25,6-4 6-2
Open 13,2/18/2015,ATP250,Indoor,Hard,1st Round,3,Vanni L.,UR,Bolelli S.,UR,Bolelli S.,108,53,513,856,6.5,1.11,4-6 6-7
Open 13,2/18/2015,ATP250,Indoor,Hard,2nd Round,3,Stakhovsky S.,UR,Struff J.L.,UR,Stakhovsky S.,59,69,804,729,1.61,2.2,6-4 4-6 6-3
Open 13,2/18/2015,ATP250,Indoor,Hard,2nd Round,3,Kuznetsov An.,UR,Monfils G.,UR,Monfils G.,83,21,603,1635,6.0,1.12,3-6 2-6
Open 13,2/18/2015,ATP250,Indoor,Hard,2nd Round,3,Bautista R.,UR,Pospisil V.,15.71,Bautista R.,16,60,1975,785,1.5,2.5,7-5 6-4
Open 13,2/19/2015,ATP250,Indoor,Hard,2nd Round,3,Raonic M.,15.84,Bolelli S.,UR,Bolelli S.,6,53,4980,856,1.18,4.5,4-6 6-3 6-7
Open 13,2/19/2015,ATP250,Indoor,Hard,2nd Round,3,Simon G.,7.35,Coric B.,15.36,Simon G.,17,85,1890,587,1.22,4.0,6-2 3-6 6-3
Open 13,2/19/2015,ATP250,Indoor,Hard,2nd Round,3,Paire B.,15.2,Wawrinka S.,UR,Wawrinka S.,121,7,456,4550,3.75,1.25,2-6 3-6
Open 13,2/19/2015,ATP250,Indoor,Hard,2nd Round,3,Chardy J.,15.38,Gulbis E.,UR,Chardy J.,35,13,1150,2330,1.8,1.9,6-3 6-4
Open 13,2/20/2015,ATP250,Indoor,Hard,Quarterfinals,3,Thiem D.,15.85,Bautista R.,UR,Bautista R.,48,16,897,1975,3.0,1.36,6-7 3-6
Open 13,2/20/2015,ATP250,Indoor,Hard,Quarterfinals,3,Monfils G.,UR,Bolelli S.,UR,Monfils G.,21,53,1635,856,1.33,3.25,6-4 6-4
Open 13,2/20/2015,ATP250,Indoor,Hard,Quarterfinals,3,Wawrinka S.,UR,Stakhovsky S.,UR,Stakhovsky S.,7,59,4550,804,1.18,4.5,4-6 6-3 4-6
Open 13,2/20/2015,ATP250,Indoor,Hard,Quarterfinals,3,Simon G.,7.35,Chardy J.,15.38,Simon G.,17,35,1890,1150,1.44,2.62,7-5 7-6
Open 13,2/21/2015,ATP250,Indoor,Hard,Semifinals,3,Bautista R.,UR,Monfils G.,UR,Monfils G.,16,21,1975,1635,3.0,1.4,4-6 2-6
Open 13,2/21/2015,ATP250,Indoor,Hard,Semifinals,3,Simon G.,7.35,Stakhovsky S.,UR,Simon G.,17,59,1890,804,1.36,3.25,3-6 6-3 6-2
Open 13,2/22/2015,ATP250,Indoor,Hard,The Final,3,Monfils G.,UR,Simon G.,7.35,Simon G.,21,17,1635,1890,1.53,2.5,4-6 6-1 6-7
Rio Open,2/16/2015,ATP500,Outdoor,Clay,1st Round,3,Haider-Maurer A.,UR,Ramos-Vinolas A.,UR,Haider-Maurer A.,74,68,673,755,2.62,1.44,3-6 6-3 6-2
Rio Open,2/16/2015,ATP500,Outdoor,Clay,1st Round,3,Cecchinato M.,14.99,Nieminen J.,UR,Nieminen J.,156,77,324,668,2.62,1.44,6-4 3-6 5-7
Rio Open,2/16/2015,ATP500,Outdoor,Clay,1st Round,3,Robredo T.,UR,Ymer E.,15.0,Robredo T.,18,189,1800,263,1.14,5.5,6-4 6-3
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Clezar G.,15.06,De Bakker T.,14.76,De Bakker T.,230,136,211,401,3.25,1.33,7-5 3-6 1-6
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Fognini F.,15.37,Vesely J.,15.37,Fognini F.,28,44,1320,958,1.83,1.83,1-6 7-6 6-1
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Lorenzi P.,UR,Andujar P.,UR,Andujar P.,67,50,762,895,2.37,1.53,6-3 0-6 3-6
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Souza J.,9.18,Arguello F.,14.87,Souza J.,88,150,576,343,1.66,2.1,6-2 6-1
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Lajovic D.,15.07,Klizan M.,14.76,Klizan M.,71,38,711,1105,2.5,1.5,4-6 6-0 4-6
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Cuevas P.,UR,Almagro N.,UR,Cuevas P.,23,91,1447,575,2.1,1.66,4-6 6-3 6-4
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Gonzalez M.,10.06,Montanes A.,UR,Montanes A.,96,93,564,571,1.83,1.83,6-4 4-6 0-6
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Ferrer D.,UR,Gimeno-Traver D.,UR,Ferrer D.,9,99,3865,555,1.08,8.0,6-4 6-3
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Berlocq C.,UR,Carreno-Busta P.,UR,Carreno-Busta P.,76,55,670,841,1.57,2.25,3-6 7-6 0-6
Rio Open,2/17/2015,ATP500,Outdoor,Clay,1st Round,3,Nadal R.,UR,Bellucci T.,11.24,Nadal R.,3,64,5745,771,1.08,8.0,6-4 6-1
Rio Open,2/18/2015,ATP500,Outdoor,Clay,2nd Round,3,Robredo T.,UR,Haider-Maurer A.,UR,Haider-Maurer A.,18,74,1800,673,1.22,4.0,3-6 2-6
Rio Open,2/18/2015,ATP500,Outdoor,Clay,2nd Round,3,Monaco J.,UR,Nieminen J.,UR,Monaco J.,66,77,770,668,1.4,2.75,6-1 7-6
Rio Open,2/18/2015,ATP500,Outdoor,Clay,2nd Round,3,Rola B.,14.82,Souza J.,9.18,Souza J.,92,88,572,576,2.25,1.57,4-6 7-6 4-6
Rio Open,2/19/2015,ATP500,Outdoor,Clay,2nd Round,3,Delbonis F.,15.46,Klizan M.,14.76,Delbonis F.,63,38,771,1105,2.25,1.57,6-2 6-1
Rio Open,2/19/2015,ATP500,Outdoor,Clay,2nd Round,3,Montanes A.,UR,Cuevas P.,UR,Cuevas P.,93,23,571,1447,4.0,1.22,2-6 2-6
Rio Open,2/19/2015,ATP500,Outdoor,Clay,2nd Round,3,Fognini F.,15.37,Andujar P.,UR,Fognini F.,28,50,1320,895,1.61,2.2,6-3 6-2
Rio Open,2/19/2015,ATP500,Outdoor,Clay,2nd Round,3,Carreno-Busta P.,UR,Nadal R.,UR,Nadal R.,55,3,841,5745,13.0,1.04,5-7 3-6
Rio Open,2/20/2015,ATP500,Outdoor,Clay,Quarterfinals,3,Ferrer D.,UR,Monaco J.,UR,Ferrer D.,9,66,3865,770,1.16,5.0,6-3 4-6 6-2
Rio Open,2/20/2015,ATP500,Outdoor,Clay,Quarterfinals,3,Souza J.,9.18,Haider-Maurer A.,UR,Haider-Maurer A.,88,74,576,673,2.1,1.66,6-7 6-1 4-6
Rio Open,2/20/2015,ATP500,Outdoor,Clay,Quarterfinals,3,Fognini F.,15.37,Delbonis F.,15.46,Fognini F.,28,63,1320,771,1.5,2.5,6-4 6-7 7-6
Rio Open,2/21/2015,ATP500,Outdoor,Clay,Quarterfinals,3,Cuevas P.,UR,Nadal R.,UR,Nadal R.,23,3,1447,5745,5.5,1.14,6-4 5-7 0-6
Rio Open,2/21/2015,ATP500,Outdoor,Clay,Semifinals,3,Ferrer D.,UR,Haider-Maurer A.,UR,Ferrer D.,9,74,3865,576,1.07,9.0,7-5 6-1
Rio Open,2/21/2015,ATP500,Outdoor,Clay,Semifinals,3,Nadal R.,UR,Fognini F.,15.37,Fognini F.,3,28,5745,1320,1.08,8.0,6-1 2-6 5-7
Rio Open,2/22/2015,ATP500,Outdoor,Clay,The Final,3,Ferrer D.,UR,Fognini F.,15.37,Ferrer D.,9,28,3865,1320,1.25,4.0,6-2 6-3
Abierto Mexicano,2/23/2015,ATP500,Outdoor,Hard,1st Round,3,Groth S.,UR,Dolgopolov O.,15.44,Dolgopolov O.,69,33,717,1165,2.75,1.4,3-6 6-4 0-6
Abierto Mexicano,2/23/2015,ATP500,Outdoor,Hard,1st Round,3,Matosevic M.,UR,Granollers M.,14.62,Matosevic M.,80,51,638,895,2.0,1.72,6-4 6-2
Abierto Mexicano,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Kamke T.,UR,Becker B.,UR,Becker B.,97,41,560,1053,2.5,1.5,6-7 2-6
Abierto Mexicano,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Anderson K.,14.38,Brown D.,UR,Anderson K.,15,95,2125,561,1.2,4.33,6-1 6-2
Abierto Mexicano,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Kokkinakis T.,15.14,Lajovic D.,15.07,Lajovic D.,138,78,402,646,1.44,2.62,4-6 6-7
Abierto Mexicano,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Giraldo S.,15.1,Krajicek A.,UR,Giraldo S.,32,142,1210,376,1.57,2.25,7-6 6-1
Abierto Mexicano,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Estrella Burgos V.,UR,Lu Y.H.,UR,Lu Y.H.,48,61,929,808,2.5,1.5,2-6 5-7
Abierto Mexicano,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Haider-Maurer A.,UR,Haase R.,15.06,Haider-Maurer A.,57,102,838,545,2.0,1.72,6-3 2-6 6-2
Abierto Mexicano,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Krajinovic F.,15.15,Dimitrov G.,15.65,Dimitrov G.,101,10,551,3465,10.0,1.05,3-6 7-5 0-6
Abierto Mexicano,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Johnson S.,15.62,Dodig I.,UR,Johnson S.,44,96,971,560,1.72,2.0,6-4 6-4
Abierto Mexicano,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Garza D.,UR,Troicki V.,UR,Troicki V.,480,43,74,981,13.0,1.04,4-6 3-6
Abierto Mexicano,2/25/2015,ATP500,Outdoor,Hard,1st Round,3,Tomic B.,15.39,Mannarino A.,15.33,Tomic B.,42,38,1016,1113,1.61,2.2,3-6 6-4 6-4
Abierto Mexicano,2/25/2015,ATP500,Outdoor,Hard,1st Round,3,Gonzalez A.,10.06,Nishikori K.,16.02,Nishikori K.,92,5,565,5205,11.0,1.04,3-6 5-7
Abierto Mexicano,2/25/2015,ATP500,Outdoor,Hard,1st Round,3,Karlovic I.,UR,Gabashvili T.,UR,Karlovic I.,23,79,1500,640,1.25,3.75,6-4 3-6 6-2
Abierto Mexicano,2/25/2015,ATP500,Outdoor,Hard,1st Round,3,Sijsling I.,14.4,Ferrer D.,UR,Ferrer D.,132,9,411,4185,9.0,1.06,3-6 6-7
Abierto Mexicano,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Harrison R.,14.29,Dimitrov G.,15.65,Harrison R.,169,10,299,3465,6.5,1.11,7-5 4-6 6-0
Abierto Mexicano,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Haider-Maurer A.,UR,Dolgopolov O.,15.44,Dolgopolov O.,57,33,838,1165,4.33,1.2,2-6 3-6
Abierto Mexicano,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Anderson K.,14.38,Johnson S.,15.62,Anderson K.,15,44,2125,971,1.36,3.0,3-6 7-5 6-3
Abierto Mexicano,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Giraldo S.,15.1,Troicki V.,UR,Troicki V.,32,43,1210,981,2.75,1.4,3-6 4-6
Abierto Mexicano,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Tomic B.,15.39,Becker B.,UR,Tomic B.,42,41,1016,1053,1.36,3.0,4-6 6-3 6-2
Abierto Mexicano,2/26/2015,ATP500,Outdoor,Hard,2nd Round,3,Lajovic D.,15.07,Karlovic I.,UR,Karlovic I.,78,23,646,1500,3.25,1.33,6-3 3-6 1-6
Abierto Mexicano,2/26/2015,ATP500,Outdoor,Hard,2nd Round,3,Nishikori K.,16.02,Lu Y.H.,UR,Nishikori K.,5,61,5205,808,1.1,7.0,6-1 6-3
Abierto Mexicano,2/26/2015,ATP500,Outdoor,Hard,2nd Round,3,Matosevic M.,UR,Ferrer D.,UR,Ferrer D.,80,9,638,4185,7.0,1.1,6-7 4-6
Abierto Mexicano,2/26/2015,ATP500,Outdoor,Hard,Quarterfinals,3,Anderson K.,14.38,Troicki V.,UR,Anderson K.,15,43,2125,981,1.57,2.25,3-6 6-3 6-3
Abierto Mexicano,2/26/2015,ATP500,Outdoor,Hard,Quarterfinals,3,Dolgopolov O.,15.44,Nishikori K.,16.02,Nishikori K.,33,5,1165,5205,3.75,1.25,4-6 4-6
Abierto Mexicano,2/27/2015,ATP500,Outdoor,Hard,Quarterfinals,3,Harrison R.,14.29,Karlovic I.,UR,Harrison R.,169,23,299,1500,2.62,1.44,4-6 7-6 7-6
Abierto Mexicano,2/27/2015,ATP500,Outdoor,Hard,Quarterfinals,3,Tomic B.,15.39,Ferrer D.,UR,Ferrer D.,42,9,1016,4185,3.5,1.28,4-6 6-3 1-6
Abierto Mexicano,2/28/2015,ATP500,Outdoor,Hard,Semifinals,3,Nishikori K.,16.02,Anderson K.,14.38,Nishikori K.,5,15,5205,2125,1.22,4.33,6-2 3-6 6-3
Abierto Mexicano,2/28/2015,ATP500,Outdoor,Hard,Semifinals,3,Harrison R.,14.29,Ferrer D.,UR,Ferrer D.,169,9,299,4185,5.0,1.16,6-4 0-6 0-6
Abierto Mexicano,3/1/2015,ATP500,Outdoor,Hard,The Final,3,Ferrer D.,UR,Nishikori K.,16.02,Ferrer D.,9,5,4185,5205,2.75,1.44,6-3 7-5
Argentina Open,2/23/2015,ATP250,Outdoor,Clay,1st Round,3,Bellucci T.,11.24,Lorenzi P.,UR,Lorenzi P.,71,66,681,762,1.44,2.62,4-6 7-6 1-6
Argentina Open,2/23/2015,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,15.39,Robert S.,UR,Mayer L.,29,211,1264,225,1.18,4.5,6-0 6-1
Argentina Open,2/24/2015,ATP250,Outdoor,Clay,1st Round,3,Gonzalez M.,10.06,Monaco J.,UR,Monaco J.,94,60,564,815,3.5,1.28,2-6 2-6
Argentina Open,2/24/2015,ATP250,Outdoor,Clay,1st Round,3,Olivo R.,15.08,Nieminen J.,UR,Olivo R.,186,70,269,693,2.5,1.5,7-6 5-7 6-0
Argentina Open,2/24/2015,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,15.37,Rola B.,14.82,Rola B.,46,85,958,602,1.28,3.5,4-6 3-6
Argentina Open,2/24/2015,ATP250,Outdoor,Clay,1st Round,3,Arguello F.,14.87,Montanes A.,UR,Arguello F.,146,90,363,571,2.5,1.5,6-3 6-2
Argentina Open,2/24/2015,ATP250,Outdoor,Clay,1st Round,3,Schwartzman D.,15.36,Berlocq C.,UR,Berlocq C.,64,74,780,670,2.1,1.66,3-6 3-6
Argentina Open,2/24/2015,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,UR,Zeballos H.,UR,Ramos-Vinolas A.,68,125,730,441,1.44,2.62,6-4 6-1
Argentina Open,2/24/2015,ATP250,Outdoor,Clay,1st Round,3,Molteni A.,14.43,Andreozzi G.,14.86,Andreozzi G.,280,194,169,246,2.75,1.4,2-6 2-6
Argentina Open,2/24/2015,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,15.59,Cecchinato M.,14.99,Bagnis F.,128,150,431,336,1.83,1.83,4-6 7-5 6-3
Argentina Open,2/25/2015,ATP250,Outdoor,Clay,1st Round,3,Andujar P.,UR,Almagro N.,UR,Almagro N.,67,89,760,575,3.25,1.33,3-6 6-3 2-6
Argentina Open,2/25/2015,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,15.46,Lorenzi P.,UR,Delbonis F.,59,66,816,762,1.44,2.62,6-4 6-2
Argentina Open,2/25/2015,ATP250,Outdoor,Clay,2nd Round,3,Andreozzi G.,14.86,Cuevas P.,UR,Cuevas P.,194,24,246,1492,4.0,1.22,6-7 1-6
Argentina Open,2/25/2015,ATP250,Outdoor,Clay,2nd Round,3,Monaco J.,UR,Mayer L.,15.39,Monaco J.,60,29,815,1264,1.9,1.8,6-4 6-4
Argentina Open,2/26/2015,ATP250,Outdoor,Clay,2nd Round,3,Arguello F.,14.87,Nadal R.,UR,Nadal R.,146,4,363,5425,19.0,1.02,4-6 0-6
Argentina Open,2/26/2015,ATP250,Outdoor,Clay,2nd Round,3,Rola B.,14.82,Bagnis F.,15.59,Rola B.,85,128,602,431,1.66,2.1,6-2 6-1
Argentina Open,2/26/2015,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,15.37,Berlocq C.,UR,Berlocq C.,22,74,1530,670,1.61,2.2,3-6 0-6
Argentina Open,2/26/2015,ATP250,Outdoor,Clay,2nd Round,3,Almagro N.,UR,Ramos-Vinolas A.,UR,Almagro N.,89,68,575,730,1.28,3.5,6-3 6-4
Argentina Open,2/27/2015,ATP250,Outdoor,Clay,2nd Round,3,Olivo R.,15.08,Robredo T.,UR,Robredo T.,186,18,269,1755,3.5,1.28,1-6 2-6
Argentina Open,2/27/2015,ATP250,Outdoor,Clay,Quarterfinals,3,Monaco J.,UR,Cuevas P.,UR,Monaco J.,60,24,815,1492,1.9,1.8,7-6 6-7 6-4
Argentina Open,2/27/2015,ATP250,Outdoor,Clay,Quarterfinals,3,Robredo T.,UR,Almagro N.,UR,Almagro N.,18,89,1755,575,2.37,1.53,3-6 2-6
Argentina Open,2/27/2015,ATP250,Outdoor,Clay,Quarterfinals,3,Berlocq C.,UR,Rola B.,14.82,Berlocq C.,74,85,670,602,1.33,3.25,6-1 6-3
Argentina Open,2/28/2015,ATP250,Outdoor,Clay,Quarterfinals,3,Delbonis F.,15.46,Nadal R.,UR,Nadal R.,59,4,816,5425,8.0,1.08,1-6 1-6
Argentina Open,2/28/2015,ATP250,Outdoor,Clay,Semifinals,3,Monaco J.,UR,Almagro N.,UR,Monaco J.,60,89,815,575,2.5,1.53,6-3 6-7 6-4
Argentina Open,2/28/2015,ATP250,Outdoor,Clay,Semifinals,3,Berlocq C.,UR,Nadal R.,UR,Nadal R.,74,4,670,5425,8.0,1.08,6-7 2-6
Argentina Open,3/1/2015,ATP250,Outdoor,Clay,The Final,3,Nadal R.,UR,Monaco J.,UR,Nadal R.,4,60,5425,815,1.08,8.0,6-4 6-1
Dubai Tennis Championships,2/23/2015,ATP500,Outdoor,Hard,1st Round,3,Mcgee J.,8.11,Sousa J.,15.27,Sousa J.,210,50,230,902,3.75,1.25,1-6 2-6
Dubai Tennis Championships,2/23/2015,ATP500,Outdoor,Hard,1st Round,3,Golubev A.,3.94,Martin F.,13.32,Golubev A.,107,350,521,125,1.4,2.75,7-5 6-4
Dubai Tennis Championships,2/23/2015,ATP500,Outdoor,Hard,1st Round,3,Gulbis E.,UR,Istomin D.,UR,Istomin D.,14,65,2125,770,1.72,2.0,5-7 2-6
Dubai Tennis Championships,2/23/2015,ATP500,Outdoor,Hard,1st Round,3,Federer R.,UR,Youzhny M.,UR,Federer R.,2,55,9205,860,1.06,10.0,6-3 6-1
Dubai Tennis Championships,2/23/2015,ATP500,Outdoor,Hard,1st Round,3,Seppi A.,UR,Gasquet R.,UR,Gasquet R.,36,27,1145,1365,3.0,1.36,4-6 7-6 4-6
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Berdych T.,UR,Chardy J.,15.38,Berdych T.,8,34,4460,1150,1.08,8.0,7-6 6-4
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Pouille L.,15.32,Bolelli S.,UR,Bolelli S.,112,52,490,891,2.75,1.4,3-6 3-6
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Stakhovsky S.,UR,Rosol L.,UR,Stakhovsky S.,53,30,874,1245,1.36,3.0,4-6 6-1 6-4
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,15.75,Ilhan M.,13.83,Ilhan M.,136,104,407,538,1.83,1.83,1-6 6-7
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Bautista R.,UR,Thiem D.,15.85,Bautista R.,17,47,2020,942,1.33,3.25,6-3 6-2
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Jaziri M.,UR,Coric B.,15.36,Coric B.,72,84,672,604,2.37,1.53,7-5 3-6 3-6
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Murray A.,16.13,Muller G.,14.39,Murray A.,3,35,5460,1146,1.11,6.5,6-4 7-5
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Ward J.,5.95,Lopez F.,UR,Lopez F.,108,13,519,2325,2.75,1.4,4-6 4-6
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Baghdatis M.,UR,Goffin D.,15.79,Baghdatis M.,62,21,788,1659,1.57,2.25,6-2 7-5
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Pospisil V.,15.71,Djokovic N.,14.24,Djokovic N.,63,1,785,13045,15.0,1.02,4-6 4-6
Dubai Tennis Championships,2/24/2015,ATP500,Outdoor,Hard,1st Round,3,Verdasco F.,UR,Garcia-Lopez G.,UR,Verdasco F.,31,26,1225,1405,1.83,1.83,7-5 6-1
Dubai Tennis Championships,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Sousa J.,15.27,Murray A.,16.13,Murray A.,50,3,902,5460,13.0,1.04,0-6 2-6
Dubai Tennis Championships,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Stakhovsky S.,UR,Istomin D.,UR,Stakhovsky S.,53,65,874,770,1.57,2.25,6-4 3-6 6-4
Dubai Tennis Championships,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Bautista R.,UR,Gasquet R.,UR,Gasquet R.,17,27,2020,1365,2.0,1.72,4-6 6-3 6-7
Dubai Tennis Championships,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Berdych T.,UR,Bolelli S.,UR,Berdych T.,8,52,4460,891,1.11,6.5,7-6 5-7 6-0
Dubai Tennis Championships,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Golubev A.,3.94,Djokovic N.,14.24,Djokovic N.,107,1,521,13045,21.0,1.01,1-6 2-6
Dubai Tennis Championships,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Ilhan M.,13.83,Lopez F.,UR,Ilhan M.,104,13,538,2325,3.75,1.25,3-6 7-5 6-3
Dubai Tennis Championships,2/25/2015,ATP500,Outdoor,Hard,2nd Round,3,Verdasco F.,UR,Federer R.,UR,Federer R.,31,2,1225,9205,7.0,1.1,4-6 3-6
Dubai Tennis Championships,2/26/2015,ATP500,Outdoor,Hard,Quarterfinals,3,Coric B.,15.36,Murray A.,16.13,Coric B.,84,3,604,5460,15.0,1.03,6-1 6-3
Dubai Tennis Championships,2/26/2015,ATP500,Outdoor,Hard,Quarterfinals,3,Stakhovsky S.,UR,Berdych T.,UR,Berdych T.,53,8,874,4460,7.0,1.1,3-6 6-4 2-6
Dubai Tennis Championships,2/26/2015,ATP500,Outdoor,Hard,Quarterfinals,3,Djokovic N.,14.24,Ilhan M.,13.83,Djokovic N.,1,104,13045,538,1.01,26.0,6-1 6-1
Dubai Tennis Championships,2/27/2015,ATP500,Outdoor,Hard,Semifinals,3,Coric B.,15.36,Federer R.,UR,Federer R.,84,2,604,9205,10.0,1.06,2-6 1-6
Dubai Tennis Championships,2/27/2015,ATP500,Outdoor,Hard,Semifinals,3,Djokovic N.,14.24,Berdych T.,UR,Djokovic N.,1,8,13045,4460,1.11,6.5,6-0 5-7 6-4
Dubai Tennis Championships,2/28/2015,ATP500,Outdoor,Hard,The Final,3,Djokovic N.,14.24,Federer R.,UR,Federer R.,1,2,13045,9205,1.44,2.75,3-6 5-7
BNP Paribas Open,3/12/2015,Masters 1000,Outdoor,Hard,1st Round,3,Smyczek T.,15.06,Becker B.,UR,Smyczek T.,82,40,613,1078,1.72,2.0,6-3 7-6
BNP Paribas Open,3/12/2015,Masters 1000,Outdoor,Hard,1st Round,3,Gabashvili T.,UR,Monaco J.,UR,Monaco J.,78,48,640,920,2.75,1.4,2-6 6-3 3-6
BNP Paribas Open,3/12/2015,Masters 1000,Outdoor,Hard,1st Round,3,Dodig I.,UR,Sousa J.,15.27,Dodig I.,96,52,560,902,1.53,2.37,6-3 7-5
BNP Paribas Open,3/12/2015,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,15.07,Delbonis F.,15.46,Delbonis F.,71,83,685,611,1.44,2.62,4-6 3-6
BNP Paribas Open,3/12/2015,Masters 1000,Outdoor,Hard,1st Round,3,Nieminen J.,UR,De Bakker T.,14.76,Nieminen J.,70,125,693,446,1.8,1.9,7-6 6-4
BNP Paribas Open,3/12/2015,Masters 1000,Outdoor,Hard,1st Round,3,Troicki V.,UR,Ramos-Vinolas A.,UR,Ramos-Vinolas A.,39,68,1097,730,1.2,4.33,4-6 4-6
BNP Paribas Open,3/12/2015,Masters 1000,Outdoor,Hard,1st Round,3,Duckworth J.,15.15,Thiem D.,15.85,Duckworth J.,106,46,533,932,2.75,1.4,7-6 6-1
BNP Paribas Open,3/12/2015,Masters 1000,Outdoor,Hard,1st Round,3,Zverev M.,15.75,Mannarino A.,15.33,Mannarino A.,1067,38,9,1113,3.5,1.28,4-6 4-6
BNP Paribas Open,3/12/2015,Masters 1000,Outdoor,Hard,1st Round,3,Melzer J.,13.88,Novikov D.,15.02,Melzer J.,86,256,594,198,1.36,3.0,6-4 6-4
